,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
75,Markus Venus,https://lh3.googleusercontent.com/-1ItetN20scU/AAAAAAAAAAI/AAAAAAAADME/AAKWJJOy4WVB94-z5WNSCYCdEStuBRdrtQ/photo.jpg,Ich benutze die App nicht Vergisst die app die App ist ein Schmarn nicht zu Empfehlen da Samsun Health nicht unterstützt wird was will mann mit so einer App die app Covid 19 Tracker app ist besser die kann jeden Benutzen,1,3,1.0.9,2020-05-02T18:11:20,,
76,Voll Toll,https://lh3.googleusercontent.com/-8rgb0necmYA/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJP0alSdxw4jkxLTCeY1NDb-hmFlyg/photo.jpg,"Weiterhin nicht möglich, Daten einzugeben, da die Tastatureingaben nicht übernommen werden. Habe alle möglichen Tastaturen versucht - erfolglos! Wollte der App eine Chance geben, weil es für einen guten Zweck ist, aber in Anbetracht der Zeit und des Zustands der App ist das Ergebnis wirklich peinlich! Warum bekommen die Entwickler hier die einfachsten Funktionen nicht hin, die bei Millionen von Apps einwandfrei funktionieren?",1,11,1.0.9,2020-05-02T18:01:09,,
77,Madcap67,https://lh3.googleusercontent.com/-wR0HYOrpYlo/AAAAAAAAAAI/AAAAAAAAABc/AAKWJJPZeIAzzu29AyH_FhoF-U-b3xyY7Q/photo.jpg,"Seit 3 Wochen nichts mehr von gehört, scheint also keine Ergebnisse zu bringen. Deinstalliert.",1,2,1.0.2,2020-05-02T17:39:01,,
78,Sandra Wehder,https://lh3.googleusercontent.com/a-/AOh14GjGNXRJMcQWaeM-eDmktXnS6X6iue34wczjS8ZQ,Kanns nicht nutzen. Benutze keine der Auszuwählenden Apps. Samsung Health ist leider nicht dabei. 🤔,1,1,1.0.9,2020-05-02T17:02:12,,
79,Ralf H,https://lh3.googleusercontent.com/a-/AOh14GhvEcmxtOAKl_XArRBL8-nVoNn4tnaVy5-e9dk-HB4,"Leider kann ich nirgendwo Erkrankungen un Medikation eingeben, die für die richtige Beurteilung meiner Daten sicherlich wichtig wären.",4,1,1.0.9,2020-05-02T17:00:48,,
80,Virus-87 Privat,https://lh3.googleusercontent.com/a-/AOh14GgaErYZRsW_4MESsw3TSKQi0k6spSToat0URzdXTg,"Ich werde sie löschen die App da mein Akku so schnell leer geht , es wird nicht gesagt was und welche Daten erfasst werden , Daten Schutz ist null",1,0,1.0.4,2020-05-02T16:41:13,,
81,Nils Nommensen,https://lh3.googleusercontent.com/a-/AOh14Gj2OGGJFzv1fpUBA_ptH5yTdiboyvU2Qy5o0HNu4cM,"Wann geht das endlich mit Samsung? Wir brauchen doch nicht über Datensicherheit zu reden, wenn die Daten erst kompliziert über drei unterschiedliche Anbieter synchronisiert werden müssen. In meinem Umfeld nutzt niemand die App, weil keiner eines der unterstützen Geräte besitzt. Aber eine Samsung SmartWatch haben die meisten von denen, die es nutzen würden, wenn es ginge.",2,12,1.0.9,2020-05-02T16:29:27,,
82,drenck !,https://lh3.googleusercontent.com/a-/AOh14Gjqu2-vUyfJmteZyIUKNBFYTufFRXN9hFPrVvV-WQ,Wie wäre es mal mit Unterstützung für die Galaxy Wear App? Ohne Samsung smart watches wird das nix...,1,3,1.0.8,2020-05-02T15:03:30,,
83,Susa Richter,https://lh3.googleusercontent.com/-KtQOyM_pBeo/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPnr4_k4s8vkFR-641wdPWvYFpjHQ/photo.jpg,"Liebes RKI, Ihr wollt Daten für eure Modellierer? Dann entwickelt auch bitte die App weiter. Seit 14 Tagen kein Update und noch immer bei 1.x zeigt, dass es euch eher nicht so ernst ist mit der Datenspende. Schade!",1,3,,2020-05-02T14:05:57,,
84,Kerstin Frerichs,https://lh3.googleusercontent.com/-9Z3T4gVAKc8/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPOlq84ryRvIolaGYHdZKwrr0zauQ/photo.jpg,Habe mir es gerade erst auf mein Handy geholt,4,0,1.0.8,2020-05-02T13:34:02,,
85,Christian Meier,https://lh3.googleusercontent.com/-Mo9pLoBUgI4/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMgKeh3K76YHWxtYJL5AGAtzinH4g/photo.jpg,Ja da habt ihr es endlich geschafft das ich mich verbinden kann! Hatte die Hoffnung schon fast aufgegeben. Aber solche Apps bringen ja nicht wirklich was wenn sich nicht alle Verbinden können und dann alles überlastet ist. Aber danke nach den letzten zwei Updates bin ich endlich drin😉,4,2,1.0.8,2020-05-02T12:53:05,,
86,Mirko Köster,https://lh3.googleusercontent.com/a-/AOh14Gj0vzODEeH0llzwAzLXmfc7OykC0YzAUFX2mFmwDQ,"Macht scheinbar, was es soll. Nun bin ich allerdings umgezogen... Und kann meine Postleitzahl nirgendwo ändern",3,2,1.0.8,2020-05-02T12:47:30,,
87,Kamil Culluoglu,https://lh3.googleusercontent.com/a-/AOh14GjldJI9fnA9bECEv4KqNRkyCVWzqz8Vj3e6uixFew,Könnten Sie eventuell die App 'Mi Fit' hinzufügen. Dann könnte ich mitmachen..,3,0,,2020-05-02T12:30:40,,
88,Hans-Jürgen Pesch,https://lh3.googleusercontent.com/-qa1ZiF2tErQ/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJO5-0j6td4ahMYTHtJ-1DAtzexntg/photo.jpg,Die Verbindung über Polar funktioniert einwandfrei,5,1,1.0.8,2020-05-02T12:16:21,,
89,Franz Puchta,https://lh3.googleusercontent.com/-j7HEfjg5fGU/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPGzyDkLmPzfshXJsv7dfzkoGs6Cw/photo.jpg,"Für mich nicht nutzbar weil 2 der größten Handyhersteller nicht compatibel sind, Digital hängen wir in D noch etwas hinterher, so eine App herauszubringen einfach blamabel",1,0,,2020-05-02T10:13:38,,
90,Hr. Esser,https://lh3.googleusercontent.com/-QItvrB2ugpc/AAAAAAAAAAI/AAAAAAAAC4g/AAKWJJM8sePMh_0dkmHiM_HXB5dhY1GfPA/photo.jpg,Funktioniert einwandfrei mit Garmin Vivosport und spendet regelmäßig Daten.,5,2,1.0.8,2020-05-02T10:07:05,,
91,Tobias Lagemann,https://lh3.googleusercontent.com/-D87A5OPW_CE/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPcb7c9i_RIyozzQBywYz5qs9aRrQ/photo.jpg,Super Idee aber leider keine Unterstützung der Samsung Health App. Wäre gut wenn die noch ergänzt wird!,3,0,1.0.8,2020-05-02T09:12:01,,
92,Max Brandl,https://lh3.googleusercontent.com/-2gY7OKkkcO8/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNEe0_f0W8GgfxnY0I2kyG8dd2adg/photo.jpg,Ich kann mich nicht registrieren. Server scheinbar überlastet. 🙄,5,0,1.0.8,2020-05-02T07:49:38,,
93,Aischi von F.F.,https://lh3.googleusercontent.com/-TmtuxMtzyvg/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPVT4HYMPQUZAV1K24HbXD3CRTVug/photo.jpg,Völliger Schrott...,1,0,,2020-05-02T06:29:53,,
94,Martin Kolberg,https://lh3.googleusercontent.com/a-/AOh14GjZRh2zU7ZVW5sjVmn0Nea2GCVKw-7N9RbI2EMg,"Was die App wirklich macht, kann ich nicht beurteilen. Ein zentraler Server erhält jedoch die login- Berechtigung für Fitbit, usw. und kann diese Daten auch nach Deinstallieren der App weiter verwenden bis der Nutzer das Kennwort bei Fitbit änderte. Mein ""Daumen runter"" dafür, daß man nicht erfährt, welche Daten des angeblich anonymen Profils, welches aber Zugrigg auf fdie Fitbit- Stammdaten hat, gespeichert wurden.",1,1,1.0.8,2020-05-02T06:18:11,,
95,Oliver P.,https://lh3.googleusercontent.com/a-/AOh14GhubWLyVfjM1Rvvk_cD1jXLtdbtH9luwPYUl_aLrw,Wenn ich auf Google Fit verbinden drücke passiert - nichts. Somit kann ich die App nicht einrichten. Modell: Google Pixel 3a mit Android 11 Dev Preview 3,3,0,1.0.8,2020-05-02T01:30:46,,
96,David Bodenstein,https://lh3.googleusercontent.com/a-/AOh14GjPkm2ixbiPFT6l1tHUVxj2NnPAAxtiFKmi4oVkzQ,"Bei mir steht schon seit 3 Tagen ""gespendete Tage 0"" in der App. Ist das normal? Verbunden mit Garmin und Connect.",2,2,1.0.8,2020-05-01T23:03:04,,
97,Roland Hänel,https://lh3.googleusercontent.com/a-/AOh14GhXVR7WMCEHvkNkogGV1HgKCVVqL3fl7Wz_q0FVfg,Funktioniert nicht. Zählt nicht (z.B. mit garmin).,1,0,1.0.8,2020-05-01T22:53:03,,
98,Markus senne,https://lh3.googleusercontent.com/-QS6lx5dJt4s/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMeEs62e1IHwCjhUHf9h2735UEL8w/photo.jpg,"Samsung health fehlt, daher für die meisten nutzlos",1,0,,2020-05-01T22:44:57,,
99,Sam Gogga,https://lh3.googleusercontent.com/-7NDbWjpORGc/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMog1NSg6BClbqT7CIIIGS2Tt3NEw/photo.jpg,Gut gemeint aber schlecht umgesetzt. Die App ist mit Samsung Gear S 3 nicht kompatibel! Schade!,2,0,,2020-05-01T22:32:57,,
100,Trafficmann,https://lh3.googleusercontent.com/a-/AOh14GiyU2pIDpfsKH0lEEC2AS2YKAD5i6sBZ2ikTHNhYA,"Schade, unterstüzt meine Smartwatch nicht, bzw ist nicht aufgelistet, das sind immer die Smartwatches die teurer sind, aber ich habe eine SmartWatch die günstiger ist und nicht aufgelistet ist. SW 700 Pro Smartwatch",3,0,,2020-05-01T21:00:34,,
101,radio teleskop,https://lh3.googleusercontent.com/-fnkUyCG0JRQ/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJM9o8s5uCQEpJu2WuhuaR8nzLw1Sw/photo.jpg,"Hallo zusammen, Kein open source derzeit, keine Verbindung zur Huawei Health möglich. Das ganze hat so mit Datenspende nichts zu tun! App wieder gelöscht.",1,0,,2020-05-01T19:52:16,,
102,Peter Dries,https://lh3.googleusercontent.com/a-/AOh14GjJhyR2xZXhzphvumRvAqt4EDyUq0ldZ8sZSwLi,Bin seit Anfang an dabei. Läuft soweit ich es beurteilen kann ohne Probleme. Also von meiner Seite aus seit 23 Tagen i.O.,5,2,1.0.8,2020-05-01T18:05:57,,
103,Klaus Becker,https://lh3.googleusercontent.com/-7GAahAijDU0/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJM024NGujSSYIdj9iYFjOvmevUrNQ/photo.jpg,Leider nicht kompatibel mit meiner SmartWatch (Xiaomi).,1,0,1.0.8,2020-05-01T17:57:54,,
104,Heike Schoch,https://lh3.googleusercontent.com/-PVfgmuGu9A4/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOwdBV_-ozESv8rA7FoqkRmg6eZ5w/photo.jpg,"Datenspende funktioniert nicht. Zu Beginn wurde 1 gespendeter Tag angezeigt, dann nur noch 0. Das ist für mich zwecklos. Ich würde gerne sehen, wenn meine Daten ankommen und genutzt werden. Ich habe es jetzt deinstalliert.",1,1,1.0.8,2020-05-01T17:15:40,,
105,Thomas G.,https://lh3.googleusercontent.com/-P5t-V26hX_g/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOxGj83Q_UnjIlNaE_kn-NoMiU_Ng/photo.jpg,"Die App ""Mi Fit"" des Herstellers Xiaomi ist nicht integriert, deshalb kann ich mich nicht verbinden und leider auch keine Daten spenden. Nachtrag: 2 Wochen später: Noch keine Änderung. Nachtrag: Noch 1 Woche später immer noch nichts neues! Wollen sie jetzt Daten haben, oder nicht?",1,0,1.0.8,2020-05-01T17:14:48,,
106,Christoph Backhausen,https://lh3.googleusercontent.com/-48jvzxVE0vw/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNwtZ-WP7MSiO-lShoy9rhoXSXxlQ/photo.jpg,"Edit: Funktioniert seit mittlerweile 11 Tagen einwandfrei. Keine Ahnung, ob die App jetzt überhaupt funktioniert. Ich nutze eine Garmin Fenix 6x. Auf meinem Huawei P30 pro stand der Zähler tagelang auf 0. Dann hab ich die App stattdessen auf meinem Samsung Tablet installiert. Der Zähler funktionierte 2 Tage lang, steht jetzt aber wieder seit ein paar Tagen auf 0.",4,2,1.0.8,2020-05-01T17:02:00,,
107,Bernd Kirst,https://lh3.googleusercontent.com/-Zn6RV6DD1Uc/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJN8Nh--pdVZFS3czjbRJgsuR86DtQ/photo.jpg,Währe schön wenn es auch noch mehrere Geräte zur Auswahl gäbe,1,0,1.0.8,2020-05-01T16:55:52,,
108,Matze nn,https://lh3.googleusercontent.com/-Fq1pe4UhZsA/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOCRPclYfDo8Ss1RPXHZLswIlF9rQ/photo.jpg,"Installieren auf s9+ und vivosmart4 kein Problem. Wie es weitergehend funktioniert, kann ich nicht sagen.",5,0,1.0.8,2020-05-01T14:42:49,,
109,Christina Wagner,https://lh3.googleusercontent.com/-kJO69NYr22Y/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJP-kTvHg_cjd9V-bjspeefq12BKsA/photo.jpg,Kann mich nicht einloggen... Schade!,1,0,1.0.8,2020-05-01T13:16:00,,
110,Ulrich Steinlechner,https://lh3.googleusercontent.com/a-/AOh14GiS29aVsKX17KFmQBO3L_PUCTtJpRu85IRflGIbXIE,Vermutlich wurde die App nachgebessert. Funktion ist mittlerweile erkennbar.,4,2,1.0.8,2020-05-01T12:48:18,,
111,Olli und Nic Amling,https://lh3.googleusercontent.com/a-/AOh14GhCLpubvujjn72Yql_Yu4Jo4B0aAK4hiNcg8zhaYQ,"Also ich habe diese App mittlerweile fast drei Wochen auf meinem Handy und mir zeigt es nichteinmal einen Tag an was ich Daten gespendet habe. Obwohl meine Uhr (Garmin) mit dieser App verbunden ist. Spende ich nun Daten oder nicht? Und was passiert mit meinen ""gesendeten"" Daten?",1,2,,2020-05-01T12:36:59,,
112,Lara Sophie Sol,https://lh3.googleusercontent.com/a-/AOh14GjEtasP9F7jSx1jZgdwyjYd1u4ynKvsM324ThFgTQ,"Absolute trivial gemacht. Das einzige was sie ""anbietet"" ist eine Verbindung mit einem Wearable wie Firbit, Garmin, Whithings und Google Fit. Auf Basis dieser Daten kriegt man Hinweise, ob man Corona haben könnte - mehr nicht. Nicht mal Samsung Health ist auswählbar, obwohl in Deutschland sehr verbreitert. Vor Installation bekommt man tolle Feature-Versprechungen, gleichzeitig wird nicht über die nötigen technischen Voraussetzungen informiert. Eine absolute Enttäuschung und Zeitverschwendung.",1,2,1.0.8,2020-05-01T12:04:12,,
113,Stephanie Speck,https://lh3.googleusercontent.com/-lQq6u0n6Spc/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNOmhkgRP6i1ub0SR88vd_rT8E_0Q/photo.jpg,Wollte mich mit dem Google Account anmelden. Das funktioniert nicht. Die anderen angegeben Profile nutze ich nicht. Daher ist eine Verbindung nicht möglich.,1,0,,2020-05-01T11:05:22,,
114,Thomas Kampf,https://lh3.googleusercontent.com/a-/AOh14GjlW8lnwAyVRCzrgsi2nxgPEj3OzFiqqsnCcmLApws,"Huawei/Honor fehlen in der Auflistung gänzlich. Marken, die mit Sicherheit eine Vielzahl an Nutzern am Arm trägt. Schade, ich hätte gern geholfen.",1,0,,2020-05-01T09:33:15,,
115,Michael Urban,https://lh3.googleusercontent.com/a-/AOh14Gg3CjYNIXzwp-r5F2XcU2PyTfdkfEqPPeV9GRzh,Unterstützt noch nicht mal Samsung Wearables. Lächerlich.,1,1,,2020-05-01T09:22:29,,
116,Felix Selig,https://lh3.googleusercontent.com/a-/AOh14GjANayWMnARWC2BKwmn5BDdfnLHhqDfaV_pZhOUew,"Die App crashed schon bei der Eingabe der Logindaten. Die Eingabe von Sonderzeichen wie '@' funktioniert nicht, die App lässt dann gar keine Tastatureingaben mehr zu Huawei P30pro, Android 10.0.0190 Edit: nach der Installation wird weder die Funktionsweise noch die Art der übertragenen Daten erklärt. Diese App ist eine Blackbox. Edit: die Eingabe von Sonderzeichen wie @ ist nur durch langes Halten der Buchstaben Taste und dann auswählen des Zeichens möglich. Immerhin hat so der Login geklappt",3,6,1.0.8,2020-05-01T06:51:33,,
117,Alexander Ziemann,https://lh3.googleusercontent.com/a-/AOh14GhZ3XTWPUCA5kiLQaWeRAV8VxlFv_knMVC4vf4l9lY,"Nicht funktionsfähig. Google: Wollen sie sich auf einen neuen Gerät anmelden? Geben sie den Code ein, den Sie auf dem Bildschirm sehen. Ende. Withings: Error. Klartext Passwörter nicht erlaubt. Keine Übertragung von Account Daten über Zwischenablage möglich. SwiftKey Tastatur funktioniert nicht,nur Gboard. Selten eine so schlechte und disfunktionale App gesehen. Schade!",1,0,,2020-05-01T02:50:43,,
118,Benjamin Riedel,https://lh3.googleusercontent.com/-M3wj6Y3fEqs/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMzYWZJc8xbJHUWTFxLL6EEHsKGVQ/photo.jpg,"Hat seit Release noch nicht einen Tag ""gespendet"" und das ist inzwischen mehrere Wochen her...",1,3,1.0.8,2020-05-01T00:07:32,,
119,Mi Ke,https://lh3.googleusercontent.com/a-/AOh14GhAP5GL-whEOBOAmJY4VwskCqEgCu9RFaVchs_9NA,"Würde mir ein bisschen mehr Informationen wünschen. Nichtsdestotrotz ist diese App zu empfehlen, um uns zusammen in dieser Pandemie zu helfen.",5,1,1.0.8,2020-04-30T23:27:38,,
120,Michi G,https://lh3.googleusercontent.com/-FpkNmEku13w/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNWu_Po3r2cBVyGyHKw-_8uoq_RQw/photo.jpg,SAMSUNG gear fit 2 nicht unterstützt,2,0,,2020-04-30T22:51:22,,
121,Thomas Söhnlein,https://lh3.googleusercontent.com/-EfhGRrWZiOY/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMfR2bbgppLZ6V9w-2zIp_LWErJsQ/photo.jpg,"Funktioniert bei mir nicht, nicht kompatibel",2,1,1.0.8,2020-04-30T22:24:08,,
122,Joshua Schneider,https://lh3.googleusercontent.com/a-/AOh14GjAVeLYMZfTV_G5gbLdsLGJOdwvMUh28Xjf3Mdcnw,"Ihr Schafe, der Bürger wird immer durchsichtiger und ihr klatscht und jubelt. Wenn es irgendwann zu spät ist, braucht sich niemand von euch zu beschweren.... informiert euch mal richtig über diesen Virus, und dann versucht euch einfach mal mit logischem Denken. Vorausgesetzt ihr wisst noch wie selbständigs denken funktioniert...",1,1,1.0.1,2020-04-30T22:20:31,,
123,Ilona Kempe,https://lh3.googleusercontent.com/-YOrmL9qp29Y/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNZB8LNjdjN9ufFvG6p-rJPLFWbxQ/photo.jpg,Ich hoffe es hilft,5,0,1.0.8,2020-04-30T20:34:03,,
124,ThB W,https://lh3.googleusercontent.com/-MA6STA4SOVs/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOW95s71Kq-hxTLq7bTsWjt0jkZvA/photo.jpg,"Achtung: diese App wird nicht alleine vom RKI entwickelt, sondern in Zusammenarbeit mit dem Unternehmen Thryve (mHealth Pioneers GmbH) entwickelt, das auf Digital Health spezialisiert ist. Dieses Unternehmen ist der technologische Dienstleister. (FAQ RKI). Einfach mal googeln wer noch so an diesem Unternehmen beteiligt ist und dann entscheiden, ob man sich für diese App entscheidet.",1,2,1.0.8,2020-04-30T20:15:02,,
125,A. Moser,https://lh3.googleusercontent.com/a-/AOh14GgcQ_VhFjk9iUtvC62XNKGJEl8aosm0fzhwC4QH,"Nun habe ich die App seit 6 tagen installiert und auch ordnungsgemäß mit meinem Garminkonto verknüpft, doch die gespendeten Tage stehen immer noch auf 0! Update: Nochmal neu installiert, nun läuft die Datenspende seit 17 Tagen",5,1,1.0.8,2020-04-30T19:47:14,,
126,Volker Leitzgen,https://lh3.googleusercontent.com/a-/AOh14GgVw6TGy5Apbd6Z98DclTu1vuAFK-QmF9gEim5w,Hilfloses Gesundheitswesen - geht gar nicht ohne echten Grund.,1,0,,2020-04-30T18:47:17,,
127,Andreas Fahrner,https://lh3.googleusercontent.com/-UrN-UuS75y0/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJM9wyXCozx5RwnClIEYxEVxAJRaFw/photo.jpg,"Wollte jetzt schon desöfteren meine Mail Adresse eingeben, ohne Erfolg. Das @ Zeichen möchte die App nicht annehmen",1,0,1.0.8,2020-04-30T17:57:01,,
128,Frank Burczynski,https://lh3.googleusercontent.com/a-/AOh14Gjj-O_SopMmAyiid0gfCI4xFQlkgCriIJUW6hqy-g,Läuft nicht mit Samsung Health und Samsung Gear,1,0,,2020-04-30T17:42:31,,
129,Arthur Schroth,https://lh3.googleusercontent.com/-60nJYcArCUc/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOuZU9CE-6BAZdoSKGqrcOnyD4ysA/photo.jpg,Nun ich würde mich gerne beteiligen aber meine smartwach ist von Samsung. Dafür gibt es keine Verbindung.,1,0,,2020-04-30T16:44:28,,
130,Ewa Pietrzak-Menth,https://lh3.googleusercontent.com/a-/AOh14GjDhnZACZivJ1lbknKN0Gq7BDiA47WPJLV39uDBWw,Diese App hat einen Virus,4,0,1.0.8,2020-04-30T14:49:41,,
131,Thomas Steinle,https://lh3.googleusercontent.com/-OFdjSOQlHnY/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPxPAHi48S0cVI_tVqJuK39QvmYEw/photo.jpg,"Generell guter Ansatz, der unterstützt werden soll. Immer noch keine Samsung Galaxy Wearable Unterstützung. Wenn nicht bald Ergebnisse oder Feedback kommt, werde ich die Nutzung bis dahin aussetzen.",1,0,1.0.8,2020-04-30T14:32:13,,
132,Reichel Norman,https://lh3.googleusercontent.com/a-/AOh14GjoKPZbF1FKkmxBmt1fzXqjoejfr5bLJF0-7JgF,Nach anfänglichen Problemen und funktioniert es sehr gut,5,0,1.0.8,2020-04-30T13:40:48,,
133,Thomas Braun,https://lh3.googleusercontent.com/-k2KI8DoShSw/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNmuBijhvtUJpTnZAztAn4QXiDzAg/photo.jpg,Scheint jetzt wohl zu funktionieren,5,0,1.0.8,2020-04-30T13:35:28,,
134,Ben Cockies,https://lh3.googleusercontent.com/a-/AOh14GiOTYwFaofTBvFmDuA19TFT2Tt-LV5dgP31rB3Cqw,Öffentlicher Dienst. Funktioniert wieder nichts. Kostet Steuergeld. Aber schön dass wir drüber geredet haben. Überlässt sowas den großen Firmen,1,0,,2020-04-30T13:07:43,,
135,Eva-Maria Schulze,https://lh3.googleusercontent.com/-kuMAl56z5z0/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMeyCHAmKG1rg4dZF75VdXuu-kIcQ/photo.jpg,"Eine Bewertung fällt schwer, da keinerlei Funktionalität der App nachvollziehbar dargestellt wird. Ein Feedback zu den übermittelten Daten oder Infos zu den damit durchgeführten Auswertungen sollte doch möglich und zu erwarten sein. Seit 20 Tagen liefere ich Daten. Werde die App wohl bald löschen, wenn nix erkennbares an Auswertung öffentlich oder über die App passiert.",1,0,1.0.8,2020-04-30T12:00:28,,
136,Steff H,https://lh3.googleusercontent.com/-kAIYwZb1mLs/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJN6bDugIbVYUn4gRSRBxU8nlVioUQ/photo.jpg,"Registrierungsprozess via Huawei Mate 20 nicht möglich. Die App hängt sich jedes Mal beim Eintippen der Fitbit Login-Daten auf. So kann ich dann auch leider keine Daten spenden, liebes Robert-Koch-Institut.",1,0,1.0.8,2020-04-30T10:48:35,,
137,MIKE Mike,https://lh3.googleusercontent.com/a-/AOh14GgMl-bl5QcD_WD6lAWaL9oxj_NuXZ-VDQG_0GWTMg,"Leider sind Samsung Uhren nich aufgeführt, schade....Die Idee ist toll, kann aber nicht teilnehmen.....",1,0,1.0.8,2020-04-30T09:24:22,,
138,Bern Schulte Hillen,https://lh3.googleusercontent.com/-xgW3Z0FFFmo/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMQMIz0RR_lhQVJR7Yyd4eXgslLug/photo.jpg,Funktioniert nicht in Verbindung P30pro und Garmin. Somit wieder gelöscht und keine Unterstützung von uns. Etwas Qualitätsmanagement für hohe Akzeptanz hätte ich mir gewünscht. So wird es nichts mit aussagefähigen Werten.,1,0,1.0.6,2020-04-30T08:21:31,,
139,Nemo Feld,https://lh3.googleusercontent.com/-BEhL2gvGvsA/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJM8ol4F0K9LzG9SbalfyOWKZ3Rj9w/photo.jpg,Es ist überhaupt nicht möglich sich anzumelden. Ich soll ne e-mail Adresse eingeben aber die app lässt es nicht zu mit der Tastatur ein @-Zeichen einzugeben. Auch muss man offenbar zwingend eine smartwatch haben. Nur mit Telefon kann man leider nicht mitmachen was die Zahl der Nutzer deutlich begrenzt.,1,0,,2020-04-30T08:12:42,,
140,H. Voigt,https://lh3.googleusercontent.com/a-/AOh14GhtLsr3KEctZ7OGsRigWRx9LX1VKVEUuha_LB2oDg,"Zwischen zeitliche Anzeige von gespendeten Tage, allerdings ist die Anzeige seit Tagen wieder bei 0. Die Anmeldung verlief problemlos! (Garmin) Nach zwischen zeitlicher Abmeldung meines Trackers werden die gespendeten Tage angezeigt!",4,0,1.0.8,2020-04-30T06:11:20,,
141,Achim Haubelt,https://lh3.googleusercontent.com/a-/AOh14GiaQBlmL9W5VtyZwCBRsy-xUOM2sa8dXshehyRDww,Samsung Armbänder und die Samsung Health App wird nicht unterstützt.,3,0,1.0.8,2020-04-30T04:14:45,,
142,Felix,https://lh3.googleusercontent.com/a-/AOh14GjrvUhcgHmT9uIcyI9FILnfzwBwFEu_dyVoElwf0g,Anmelden ging ganz einfach auch über Google fit hab des in unter einer Minute eingerichtet und sollte jeder machen der die Möglichkeit dazu hat,5,1,1.0.8,2020-04-29T23:52:37,,
143,Andreas Zemla,https://lh3.googleusercontent.com/a-/AOh14GiD3ZffWpfcfVDbhhIC-KS6MFSehw9Mj3Xbtq3_Lw,Die wichtigsten Smartwatches werden nicht unterstützt. Google will ich meine Daten nicht überlassen,1,2,,2020-04-29T23:52:17,,
144,Daniel Timmermann,https://lh3.googleusercontent.com/a-/AOh14GgM70JL-UIO06lD3QOr7HRbL6Rkw7Ta-XHQGshO,Keine Eingabe der Login-Daten möglich.,1,0,1.0.8,2020-04-29T23:24:32,,
145,Claudia Asbeck,https://lh3.googleusercontent.com/a-/AOh14GjgogtGFDKGYXVLk8Ff4jfHz8HRCEoXlrwiY_4PutY,Grottenschlecht! Eingabe der Anmeldedaten von Garmin überhaupt nicht möglich! Was soll das?,1,2,1.0.6,2020-04-29T23:22:14,,
